Game,Team,,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDSF,HDSA,HDSF%,HDGF,HDGA,HDGF%,HDSH%,HDSV%,MDCF,MDCA,MDCF%,MDSF,MDSA,MDSF%,MDGF,MDGA,MDGF%,MDSH%,MDSV%,LDCF,LDCA,LDCF%,LDSF,LDSA,LDSF%,LDGF,LDGA,LDGF%,LDSH%,LDSV%,SH%,SV%,PDO,Attendance
"2020-08-29 - Flyers 1, Islanders 3",Philadelphia Flyers,Limited ReportFull ReportSeries Report,60,63,57,52.5,45,43,51.14,27,29,48.21,1,3,25,2.27,2.69,45.74,28,29,49.12,11,17,39.29,6,12,33.33,0,2,0,0,83.33,17,12,58.62,2,4,33.33,0,1,0,0,75,34,25,57.63,19,11,63.33,1,0,100,5.26,100,3.7,89.66,0.934,0
"2020-08-29 - Golden Knights 3, Canucks 0",Vancouver Canucks,Limited ReportFull ReportSeries Report,60,63,67,48.46,41,47,46.59,31,34,47.69,0,3,0,2.41,2.85,45.8,32,32,50,10,14,41.67,7,9,43.75,0,0,-,0,100,22,18,55,7,8,46.67,0,3,0,0,62.5,22,32,40.74,14,17,45.16,0,0,-,0,100,0,91.18,0.912,0
"2020-08-29 - Golden Knights 3, Canucks 0",Vegas Golden Knights,Limited ReportFull ReportSeries Report,60,67,63,51.54,47,41,53.41,34,31,52.31,3,0,100,2.85,2.41,54.2,32,32,50,14,10,58.33,9,7,56.25,0,0,-,0,100,18,22,45,8,7,53.33,3,0,100,37.5,100,32,22,59.26,17,14,54.84,0,0,-,0,100,8.82,100,1.088,0
"2020-08-29 - Lightning 3, Bruins 1",Boston Bruins,Limited ReportFull ReportSeries Report,60,64,52,55.17,48,39,55.17,30,26,53.57,1,3,25,3.03,2.69,52.99,25,29,46.3,9,9,50,7,6,53.85,0,1,0,0,83.33,16,20,44.44,5,6,45.45,1,1,50,20,83.33,36,18,66.67,16,12,57.14,0,1,0,0,91.67,3.33,88.46,0.918,0
"2020-08-29 - Lightning 3, Bruins 1",Tampa Bay Lightning,Limited ReportFull ReportSeries Report,60,52,64,44.83,39,48,44.83,26,30,46.43,3,1,75,2.69,3.03,47.01,29,25,53.7,9,9,50,6,7,46.15,1,0,100,16.67,100,20,16,55.56,6,5,54.55,1,1,50,16.67,80,18,36,33.33,12,16,42.86,1,0,100,8.33,100,11.54,96.67,1.082,0
"2020-08-30 - Avalanche 4, Stars 5",Colorado Avalanche,Limited ReportFull ReportSeries Report,60,74,48,60.66,52,38,57.78,37,29,56.06,4,5,44.44,3.55,3.58,49.85,35,32,52.24,19,17,52.78,11,13,45.83,1,5,16.67,9.09,61.54,16,15,51.61,8,9,47.06,2,0,100,25,100,31,14,68.89,16,5,76.19,1,0,100,6.25,100,10.81,82.76,0.936,0
"2020-08-30 - Avalanche 4, Stars 5",Dallas Stars,Limited ReportFull ReportSeries Report,60,48,74,39.34,38,52,42.22,29,37,43.94,5,4,55.56,3.58,3.55,50.15,32,35,47.76,17,19,47.22,13,11,54.17,5,1,83.33,38.46,90.91,15,16,48.39,9,8,52.94,0,2,0,0,75,14,31,31.11,5,16,23.81,0,1,0,0,93.75,17.24,89.19,1.064,0
"2020-08-30 - Flyers 2, Islanders 3",New York Islanders,Limited ReportFull ReportSeries Report,60,52,68,43.33,45,49,47.87,33,38,46.48,3,2,60,3.61,2.59,58.17,36,37,49.32,16,14,53.33,11,11,50,2,1,66.67,18.18,90.91,20,23,46.51,11,5,68.75,1,0,100,9.09,100,16,27,37.21,11,19,36.67,0,1,0,0,94.74,9.09,94.74,1.038,0
"2020-08-30 - Flyers 2, Islanders 3",Philadelphia Flyers,Limited ReportFull ReportSeries Report,60,68,52,56.67,49,45,52.13,38,33,53.52,2,3,40,2.59,3.61,41.83,37,36,50.68,14,16,46.67,11,11,50,1,2,33.33,9.09,81.82,23,20,53.49,5,11,31.25,0,1,0,0,90.91,27,16,62.79,19,11,63.33,1,0,100,5.26,100,5.26,90.91,0.962,0
"2020-08-30 - Golden Knights 5, Canucks 3",Vancouver Canucks,Limited ReportFull ReportSeries Report,60,51,62,45.13,35,44,44.3,31,33,48.44,3,5,37.5,2.38,3.87,38.06,21,35,37.5,12,13,48,11,10,52.38,1,2,33.33,9.09,80,9,22,29.03,4,11,26.67,2,1,66.67,50,90.91,27,26,50.94,16,11,59.26,0,2,0,0,81.82,9.68,84.85,0.945,0
"2020-08-30 - Golden Knights 5, Canucks 3",Vegas Golden Knights,Limited ReportFull ReportSeries Report,60,62,51,54.87,44,35,55.7,33,31,51.56,5,3,62.5,3.87,2.38,61.94,35,21,62.5,13,12,52,10,11,47.62,2,1,66.67,20,90.91,22,9,70.97,11,4,73.33,1,2,33.33,9.09,50,26,27,49.06,11,16,40.74,2,0,100,18.18,100,15.15,90.32,1.055,0
"2020-08-31 - Bruins 2, Lightning 3",Boston Bruins,Limited ReportFull ReportSeries Report,94.166666666667,100,90,52.63,65,56,53.72,47,35,57.32,2,3,40,3.16,2.96,51.64,47,44,51.65,13,15,46.43,9,9,50,1,1,50,11.11,88.89,34,29,53.97,12,9,57.14,1,1,50,8.33,88.89,47,43,52.22,22,15,59.46,0,1,0,0,93.33,4.26,91.43,0.957,0
"2020-08-31 - Bruins 2, Lightning 3",Tampa Bay Lightning,Limited ReportFull ReportSeries Report,94.166666666667,90,100,47.37,56,65,46.28,35,47,42.68,3,2,60,2.96,3.16,48.36,44,47,48.35,15,13,53.57,9,9,50,1,1,50,11.11,88.89,29,34,46.03,9,12,42.86,1,1,50,11.11,91.67,43,47,47.78,15,22,40.54,1,0,100,6.67,100,8.57,95.74,1.043,0
"2020-08-31 - Stars 3, Avalanche 6",Colorado Avalanche,Limited ReportFull ReportSeries Report,60,56,72,43.75,48,48,50,41,34,54.67,6,3,66.67,4.9,3.23,60.25,27,34,44.26,16,15,51.61,13,11,54.17,4,2,66.67,30.77,81.82,11,19,36.67,10,8,55.56,2,0,100,20,100,26,36,41.94,17,14,54.84,0,1,0,0,92.86,14.63,91.18,1.058,0
"2020-08-31 - Stars 3, Avalanche 6",Dallas Stars,Limited ReportFull ReportSeries Report,60,72,56,56.25,48,48,50,34,41,45.33,3,6,33.33,3.23,4.9,39.75,34,27,55.74,15,16,48.39,11,13,45.83,2,4,33.33,18.18,69.23,19,11,63.33,8,10,44.44,0,2,0,0,80,36,26,58.06,14,17,45.16,1,0,100,7.14,100,8.82,85.37,0.942,0
"2020-09-01 - Canucks 2, Golden Knights 1",Vancouver Canucks,Limited ReportFull ReportSeries Report,60,38,79,32.48,25,57,30.49,17,43,28.33,2,1,66.67,1.21,3.47,25.84,15,39,27.78,4,14,22.22,3,10,23.08,2,1,66.67,66.67,90,11,25,30.56,4,12,25,0,0,-,0,100,17,37,31.48,7,21,25,0,0,-,0,100,11.76,97.67,1.094,0
"2020-09-01 - Canucks 2, Golden Knights 1",Vegas Golden Knights,Limited ReportFull ReportSeries Report,60,79,38,67.52,57,25,69.51,43,17,71.67,1,2,33.33,3.47,1.21,74.16,39,15,72.22,14,4,77.78,10,3,76.92,1,2,33.33,10,33.33,25,11,69.44,12,4,75,0,0,-,0,100,37,17,68.52,21,7,75,0,0,-,0,100,2.33,88.24,0.906,0
"2020-09-01 - Islanders 3, Flyers 4",New York Islanders,Limited ReportFull ReportSeries Report,72.333333333333,60,79,43.17,50,51,49.5,32,32,50,3,4,42.86,3.18,2.62,54.87,31,28,52.54,19,11,63.33,12,8,60,2,2,50,16.67,75,12,17,41.38,7,8,46.67,1,1,50,14.29,87.5,20,43,31.75,10,14,41.67,0,1,0,0,92.86,9.38,87.5,0.969,0
"2020-09-01 - Islanders 3, Flyers 4",Philadelphia Flyers,Limited ReportFull ReportSeries Report,72.333333333333,79,60,56.83,51,50,50.5,32,32,50,4,3,57.14,2.62,3.18,45.13,28,31,47.46,11,19,36.67,8,12,40,2,2,50,25,83.33,17,12,58.62,8,7,53.33,1,1,50,12.5,85.71,43,20,68.25,14,10,58.33,1,0,100,7.14,100,12.5,90.63,1.031,0
"2020-09-02 - Avalanche 4, Stars 1",Colorado Avalanche,Limited ReportFull ReportSeries Report,60,61,57,51.69,35,39,47.3,24,28,46.15,4,1,80,3.35,2.23,60.09,31,23,57.41,16,10,61.54,11,10,52.38,1,0,100,9.09,100,15,13,53.57,4,3,57.14,1,0,100,25,100,22,30,42.31,8,13,38.1,1,1,50,12.5,92.31,16.67,96.43,1.131,0
"2020-09-02 - Avalanche 4, Stars 1",Dallas Stars,Limited ReportFull ReportSeries Report,60,57,61,48.31,39,35,52.7,28,24,53.85,1,4,20,2.23,3.35,39.91,23,31,42.59,10,16,38.46,10,11,47.62,0,1,0,0,90.91,13,15,46.43,3,4,42.86,0,1,0,0,75,30,22,57.69,13,8,61.9,1,1,50,7.69,87.5,3.57,83.33,0.869,0
"2020-09-03 - Flyers 5, Islanders 4",New York Islanders,Limited ReportFull ReportSeries Report,95.05,107,75,58.79,76,46,62.3,53,31,63.1,4,5,44.44,5.12,3.02,62.9,51,32,61.45,22,10,68.75,17,7,70.83,2,3,40,11.76,57.14,29,22,56.86,16,9,64,2,1,66.67,12.5,88.89,47,38,55.29,18,14,56.25,0,1,0,0,92.86,7.55,83.87,0.914,0
"2020-09-03 - Flyers 5, Islanders 4",Philadelphia Flyers,Limited ReportFull ReportSeries Report,95.05,75,107,41.21,46,76,37.7,31,53,36.9,5,4,55.56,3.02,5.12,37.1,32,51,38.55,10,22,31.25,7,17,29.17,3,2,60,42.86,88.24,22,29,43.14,9,16,36,1,2,33.33,11.11,87.5,38,47,44.71,14,18,43.75,1,0,100,7.14,100,16.13,92.45,1.086,0
"2020-09-03 - Golden Knights 0, Canucks 4",Vancouver Canucks,Limited ReportFull ReportSeries Report,60,42,90,31.82,30,69,30.3,23,48,32.39,4,0,100,3.08,5.32,36.7,24,52,31.58,13,22,37.14,10,17,37.04,2,0,100,20,100,11,30,26.83,3,12,20,0,0,-,0,100,15,34,30.61,8,18,30.77,2,0,100,25,100,17.39,100,1.174,0
"2020-09-03 - Golden Knights 0, Canucks 4",Vegas Golden Knights,Limited ReportFull ReportSeries Report,60,90,42,68.18,69,30,69.7,48,23,67.61,0,4,0,5.32,3.08,63.3,52,24,68.42,22,13,62.86,17,10,62.96,0,2,0,0,80,30,11,73.17,12,3,80,0,0,-,0,100,34,15,69.39,18,8,69.23,0,2,0,0,75,0,82.61,0.826,0
"2020-09-04 - Canucks 0, Golden Knights 3",Vancouver Canucks,Limited ReportFull ReportSeries Report,60,39,78,33.33,24,48,33.33,14,36,28,0,3,0,1.47,4.31,25.39,21,35,37.5,6,16,27.27,2,11,15.38,0,2,0,0,81.82,15,19,44.12,6,6,50,0,0,-,0,100,16,35,31.37,5,17,22.73,0,1,0,0,94.12,0,91.67,0.917,0
"2020-09-04 - Canucks 0, Golden Knights 3",Vegas Golden Knights,Limited ReportFull ReportSeries Report,60,78,39,66.67,48,24,66.67,36,14,72,3,0,100,4.31,1.47,74.61,35,21,62.5,16,6,72.73,11,2,84.62,2,0,100,18.18,100,19,15,55.88,6,6,50,0,0,-,0,100,35,16,68.63,17,5,77.27,1,0,100,5.88,100,8.33,100,1.083,0
"2020-09-04 - Stars 5, Avalanche 4",Colorado Avalanche,Limited ReportFull ReportSeries Report,67.4,84,65,56.38,59,43,57.84,44,35,55.7,4,5,44.44,4.33,2.65,62.02,44,32,57.89,23,12,65.71,16,10,61.54,3,4,42.86,18.75,60,21,20,51.22,12,5,70.59,1,1,50,8.33,80,30,27,52.63,14,18,43.75,0,0,-,0,100,9.09,85.71,0.948,0
"2020-09-04 - Stars 5, Avalanche 4",Dallas Stars,Limited ReportFull ReportSeries Report,67.4,65,84,43.62,43,59,42.16,35,44,44.3,5,4,55.56,2.65,4.33,37.98,32,44,42.11,12,23,34.29,10,16,38.46,4,3,57.14,40,81.25,20,21,48.78,5,12,29.41,1,1,50,20,91.67,27,30,47.37,18,14,56.25,0,0,-,0,100,14.29,90.91,1.052,0
"2020-09-05 - Islanders 4, Flyers 0",New York Islanders,Limited ReportFull ReportSeries Report,60,55,49,52.88,38,27,58.46,26,16,61.9,4,0,100,3.5,2.13,62.16,36,31,53.73,14,12,53.85,8,7,53.33,0,0,-,0,100,22,19,53.66,13,3,81.25,3,0,100,23.08,100,15,16,48.39,4,6,40,1,0,100,25,100,15.38,100,1.154,0
"2020-09-05 - Islanders 4, Flyers 0",Philadelphia Flyers,Limited ReportFull ReportSeries Report,60,49,55,47.12,27,38,41.54,16,26,38.1,0,4,0,2.13,3.5,37.84,31,36,46.27,12,14,46.15,7,8,46.67,0,0,-,0,100,19,22,46.34,3,13,18.75,0,3,0,0,76.92,16,15,51.61,6,4,60,0,1,0,0,75,0,84.62,0.846,0
"2020-09-06 - Stars 1, Golden Knights 0",Dallas Stars,Limited ReportFull ReportSeries Report,60,51,48,51.52,33,33,50,25,25,50,1,0,100,2.3,1.4,62.21,29,16,64.44,9,5,64.29,7,4,63.64,1,0,100,14.29,100,20,11,64.52,8,7,53.33,0,0,-,0,100,19,24,44.19,8,12,40,0,0,-,0,100,4,100,1.04,0
"2020-09-06 - Stars 1, Golden Knights 0",Vegas Golden Knights,Limited ReportFull ReportSeries Report,60,48,51,48.48,33,33,50,25,25,50,0,1,0,1.4,2.3,37.79,16,29,35.56,5,9,35.71,4,7,36.36,0,1,0,0,85.71,11,20,35.48,7,8,46.67,0,0,-,0,100,24,19,55.81,12,8,60,0,0,-,0,100,0,96,0.96,0
"2020-09-07 - Islanders 2, Lightning 8",New York Islanders,Limited ReportFull ReportSeries Report,60,43,47,47.78,29,35,45.31,24,34,41.38,2,8,20,2.87,2.87,49.96,28,24,53.85,11,15,42.31,9,14,39.13,1,7,12.5,11.11,50,17,9,65.38,8,4,66.67,1,0,100,12.5,100,13,19,40.63,7,13,35,0,1,0,0,92.31,8.33,76.47,0.848,0
"2020-09-07 - Islanders 2, Lightning 8",Tampa Bay Lightning,Limited ReportFull ReportSeries Report,60,47,43,52.22,35,29,54.69,34,24,58.62,8,2,80,2.87,2.87,50.04,24,28,46.15,15,11,57.69,14,9,60.87,7,1,87.5,50,88.89,9,17,34.62,4,8,33.33,0,1,0,0,87.5,19,13,59.38,13,7,65,1,0,100,7.69,100,23.53,91.67,1.152,0
"2020-09-08 - Stars 0, Golden Knights 3",Dallas Stars,Limited ReportFull ReportSeries Report,60,41,56,42.27,30,46,39.47,24,32,42.86,0,3,0,1.99,3.29,37.67,20,30,40,8,16,33.33,4,10,28.57,0,2,0,0,80,12,14,46.15,7,8,46.67,0,0,-,0,100,16,24,40,11,14,44,0,1,0,0,92.86,0,90.63,0.906,0
"2020-09-08 - Stars 0, Golden Knights 3",Vegas Golden Knights,Limited ReportFull ReportSeries Report,60,56,41,57.73,46,30,60.53,32,24,57.14,3,0,100,3.29,1.99,62.33,30,20,60,16,8,66.67,10,4,71.43,2,0,100,20,100,14,12,53.85,8,7,53.33,0,0,-,0,100,24,16,60,14,11,56,1,0,100,7.14,100,9.38,100,1.094,0
"2020-09-09 - Islanders 1, Lightning 2",New York Islanders,Limited ReportFull ReportSeries Report,60,59,49,54.63,35,34,50.72,28,21,57.14,1,2,33.33,2.74,2.71,50.2,33,23,58.93,15,12,55.56,9,8,52.94,1,0,100,11.11,100,18,11,62.07,8,3,72.73,0,1,0,0,66.67,21,23,47.73,9,7,56.25,0,1,0,0,85.71,3.57,90.48,0.94,0
"2020-09-09 - Islanders 1, Lightning 2",Tampa Bay Lightning,Limited ReportFull ReportSeries Report,60,49,59,45.37,34,35,49.28,21,28,42.86,2,1,66.67,2.71,2.74,49.8,23,33,41.07,12,15,44.44,8,9,47.06,0,1,0,0,88.89,11,18,37.93,3,8,27.27,1,0,100,33.33,100,23,21,52.27,7,9,43.75,1,0,100,14.29,100,9.52,96.43,1.06,0
"2020-09-10 - Golden Knights 2, Stars 3",Dallas Stars,Limited ReportFull ReportSeries Report,60.516666666667,44,73,37.61,28,52,35,23,40,36.51,3,2,60,2.19,3.79,36.67,23,22,51.11,9,15,37.5,7,12,36.84,1,1,50,14.29,91.67,14,7,66.67,7,6,53.85,2,0,100,28.57,100,14,42,25,6,20,23.08,0,1,0,0,95,13.04,95,1.08,0
"2020-09-10 - Golden Knights 2, Stars 3",Vegas Golden Knights,Limited ReportFull ReportSeries Report,60.516666666667,73,44,62.39,52,28,65,40,23,63.49,2,3,40,3.79,2.19,63.33,22,23,48.89,15,9,62.5,12,7,63.16,1,1,50,8.33,85.71,7,14,33.33,6,7,46.15,0,2,0,0,71.43,42,14,75,20,6,76.92,1,0,100,5,100,5,86.96,0.92,0
"2020-09-11 - Lightning 3, Islanders 5",New York Islanders,Limited ReportFull ReportSeries Report,60,58,77,42.96,44,52,45.83,36,37,49.32,5,3,62.5,3.01,2.87,51.19,31,31,50,15,17,46.88,12,9,57.14,4,3,57.14,33.33,66.67,16,14,53.33,9,7,56.25,1,0,100,11.11,100,21,38,35.59,11,20,35.48,0,0,-,0,100,13.89,91.89,1.058,0
"2020-09-11 - Lightning 3, Islanders 5",Tampa Bay Lightning,Limited ReportFull ReportSeries Report,60,77,58,57.04,52,44,54.17,37,36,50.68,3,5,37.5,2.87,3.01,48.81,31,31,50,17,15,53.13,9,12,42.86,3,4,42.86,33.33,66.67,14,16,46.67,7,9,43.75,0,1,0,0,88.89,38,21,64.41,20,11,64.52,0,0,-,0,100,8.11,86.11,0.942,0
"2020-09-12 - Golden Knights 1, Stars 2",Dallas Stars,Limited ReportFull ReportSeries Report,60,38,69,35.51,24,52,31.58,20,33,37.74,2,1,66.67,2.21,3.69,37.49,22,30,42.31,12,15,44.44,9,8,52.94,2,0,100,22.22,100,10,15,40,2,5,28.57,0,0,-,0,100,13,34,27.66,8,19,29.63,0,1,0,0,94.74,10,96.97,1.07,0
"2020-09-12 - Golden Knights 1, Stars 2",Vegas Golden Knights,Limited ReportFull ReportSeries Report,60,69,38,64.49,52,24,68.42,33,20,62.26,1,2,33.33,3.69,2.21,62.51,30,22,57.69,15,12,55.56,8,9,47.06,0,2,0,0,77.78,15,10,60,5,2,71.43,0,0,-,0,100,34,13,72.34,19,8,70.37,1,0,100,5.26,100,3.03,90,0.93,0
"2020-09-13 - Lightning 4, Islanders 1",New York Islanders,Limited ReportFull ReportSeries Report,60,58,61,48.74,41,44,48.24,27,36,42.86,1,4,20,2.25,3.76,37.39,31,31,50,13,15,46.43,6,13,31.58,0,3,0,0,76.92,18,16,52.94,9,7,56.25,1,0,100,11.11,100,21,25,45.65,9,14,39.13,0,1,0,0,92.86,3.7,88.89,0.926,0
"2020-09-13 - Lightning 4, Islanders 1",Tampa Bay Lightning,Limited ReportFull ReportSeries Report,60,61,58,51.26,44,41,51.76,36,27,57.14,4,1,80,3.76,2.25,62.61,31,31,50,15,13,53.57,13,6,68.42,3,0,100,23.08,100,16,18,47.06,7,9,43.75,0,1,0,0,88.89,25,21,54.35,14,9,60.87,1,0,100,7.14,100,11.11,96.3,1.074,0
"2020-09-14 - Stars 3, Golden Knights 2",Dallas Stars,Limited ReportFull ReportSeries Report,63.6,54,65,45.38,32,43,42.67,26,36,41.94,3,2,60,2.24,2.71,45.3,22,35,38.6,10,17,37.04,7,13,35,1,1,50,14.29,92.31,12,18,40,6,5,54.55,1,1,50,16.67,80,27,24,52.94,13,14,48.15,1,0,100,7.69,100,11.54,94.44,1.06,0
"2020-09-14 - Stars 3, Golden Knights 2",Vegas Golden Knights,Limited ReportFull ReportSeries Report,63.6,65,54,54.62,43,32,57.33,36,26,58.06,2,3,40,2.71,2.24,54.7,35,22,61.4,17,10,62.96,13,7,65,1,1,50,7.69,85.71,18,12,60,5,6,45.45,1,1,50,20,83.33,24,27,47.06,14,13,51.85,0,1,0,0,92.31,5.56,88.46,0.94,0
"2020-09-15 - Islanders 2, Lightning 1",New York Islanders,Limited ReportFull ReportSeries Report,92.5,64,84,43.24,34,52,39.53,24,37,39.34,2,1,66.67,1.88,3.34,35.94,26,40,39.39,7,14,33.33,5,7,41.67,1,0,100,20,100,19,26,42.22,4,13,23.53,0,1,0,0,92.31,35,40,46.67,14,17,45.16,1,0,100,7.14,100,8.33,97.3,1.056,0
"2020-09-15 - Islanders 2, Lightning 1",Tampa Bay Lightning,Limited ReportFull ReportSeries Report,92.5,84,64,56.76,52,34,60.47,37,24,60.66,1,2,33.33,3.34,1.88,64.06,40,26,60.61,14,7,66.67,7,5,58.33,0,1,0,0,80,26,19,57.78,13,4,76.47,1,0,100,7.69,100,40,35,53.33,17,14,54.84,0,1,0,0,92.86,2.7,91.67,0.944,0
"2020-09-17 - Lightning 2, Islanders 1",New York Islanders,Limited ReportFull ReportSeries Report,73.3,64,103,38.32,39,68,36.45,27,48,36,1,2,33.33,2.09,3.58,36.84,25,40,38.46,10,16,38.46,6,7,46.15,0,2,0,0,71.43,15,24,38.46,6,14,30,0,0,-,0,100,31,55,36.05,10,25,28.57,1,0,100,10,100,3.7,95.83,0.995,0
"2020-09-17 - Lightning 2, Islanders 1",Tampa Bay Lightning,Limited ReportFull ReportSeries Report,73.3,103,64,61.68,68,39,63.55,48,27,64,2,1,66.67,3.58,2.09,63.16,40,25,61.54,16,10,61.54,7,6,53.85,2,0,100,28.57,100,24,15,61.54,14,6,70,0,0,-,0,100,55,31,63.95,25,10,71.43,0,1,0,0,90,4.17,96.3,1.005,0
"2020-09-19 - Stars 4, Lightning 1",Dallas Stars,Limited ReportFull ReportSeries Report,60,51,77,39.84,33,51,39.29,20,36,35.71,4,1,80,3.18,2.53,55.76,28,26,51.85,12,8,60,7,5,58.33,2,1,66.67,28.57,80,16,18,47.06,5,8,38.46,1,0,100,20,100,22,43,33.85,8,20,28.57,1,0,100,12.5,100,20,97.22,1.172,0
"2020-09-19 - Stars 4, Lightning 1",Tampa Bay Lightning,Limited ReportFull ReportSeries Report,60,77,51,60.16,51,33,60.71,36,20,64.29,1,4,20,2.53,3.18,44.24,26,28,48.15,8,12,40,5,7,41.67,1,2,33.33,20,71.43,18,16,52.94,8,5,61.54,0,1,0,0,80,43,22,66.15,20,8,71.43,0,1,0,0,87.5,2.78,80,0.828,0
"2020-09-21 - Stars 2, Lightning 3",Dallas Stars,Limited ReportFull ReportSeries Report,60,52,60,46.43,33,40,45.21,29,31,48.33,2,3,40,2.52,3.04,45.38,24,25,48.98,11,14,44,9,11,45,2,1,66.67,22.22,90.91,13,11,54.17,7,3,70,0,1,0,0,66.67,26,31,45.61,13,15,46.43,0,1,0,0,93.33,6.9,90.32,0.972,0
"2020-09-21 - Stars 2, Lightning 3",Tampa Bay Lightning,Limited ReportFull ReportSeries Report,60,60,52,53.57,40,33,54.79,31,29,51.67,3,2,60,3.04,2.52,54.62,25,24,51.02,14,11,56,11,9,55,1,2,33.33,9.09,77.78,11,13,45.83,3,7,30,1,0,100,33.33,100,31,26,54.39,15,13,53.57,1,0,100,6.67,100,9.68,93.1,1.028,0
"2020-09-23 - Lightning 5, Stars 2",Dallas Stars,Limited ReportFull ReportSeries Report,60,43,45,48.86,31,36,46.27,24,32,42.86,2,5,28.57,2.2,2.17,50.44,30,22,57.69,11,8,57.89,8,7,53.33,1,2,33.33,12.5,71.43,19,14,57.58,6,10,37.5,1,3,25,16.67,70,12,20,37.5,10,12,45.45,0,0,-,0,100,8.33,84.38,0.927,0
"2020-09-23 - Lightning 5, Stars 2",Tampa Bay Lightning,Limited ReportFull ReportSeries Report,60,45,43,51.14,36,31,53.73,32,24,57.14,5,2,71.43,2.17,2.2,49.56,22,30,42.31,8,11,42.11,7,8,46.67,2,1,66.67,28.57,87.5,14,19,42.42,10,6,62.5,3,1,75,30,83.33,20,12,62.5,12,10,54.55,0,0,-,0,100,15.63,91.67,1.073,0
"2020-09-25 - Lightning 5, Stars 4",Dallas Stars,Limited ReportFull ReportSeries Report,66.566666666667,58,68,46.03,40,49,44.94,30,35,46.15,4,5,44.44,2.43,3.84,38.75,25,32,43.86,11,18,37.93,8,13,38.1,4,3,57.14,50,76.92,14,14,50,7,8,46.67,0,1,0,0,87.5,28,32,46.67,12,13,48,0,1,0,0,92.31,13.33,85.71,0.99,0
"2020-09-25 - Lightning 5, Stars 4",Tampa Bay Lightning,Limited ReportFull ReportSeries Report,66.566666666667,68,58,53.97,49,40,55.06,35,30,53.85,5,4,55.56,3.84,2.43,61.25,32,25,56.14,18,11,62.07,13,8,61.9,3,4,42.86,23.08,50,14,14,50,8,7,53.33,1,0,100,12.5,100,32,28,53.33,13,12,52,1,0,100,7.69,100,14.29,86.67,1.01,0
"2020-09-26 - Stars 3, Lightning 2",Dallas Stars,Limited ReportFull ReportSeries Report,89.383333333333,68,92,42.5,50,59,45.87,33,41,44.59,3,2,60,4.26,3.18,57.31,37,42,46.84,19,12,61.29,16,10,61.54,3,1,75,18.75,90,18,30,37.5,5,11,31.25,0,0,-,0,100,24,42,36.36,10,15,40,0,1,0,0,93.33,9.09,95.12,1.042,0
"2020-09-26 - Stars 3, Lightning 2",Tampa Bay Lightning,Limited ReportFull ReportSeries Report,89.383333333333,92,68,57.5,59,50,54.13,41,33,55.41,2,3,40,3.18,4.26,42.69,42,37,53.16,12,19,38.71,10,16,38.46,1,3,25,10,81.25,30,18,62.5,11,5,68.75,0,0,-,0,100,42,24,63.64,15,10,60,1,0,100,6.67,100,4.88,90.91,0.958,0
"2020-09-28 - Lightning 2, Stars 0",Dallas Stars,Limited ReportFull ReportSeries Report,60,57,55,50.89,35,39,47.3,22,29,43.14,0,2,0,2.47,2.19,52.93,28,20,58.33,16,7,69.57,7,5,58.33,0,2,0,0,60,12,13,48,5,8,38.46,0,0,-,0,100,23,26,46.94,9,13,40.91,0,0,-,0,100,0,93.1,0.931,0
"2020-09-28 - Lightning 2, Stars 0",Tampa Bay Lightning,Limited ReportFull ReportSeries Report,60,55,57,49.11,39,35,52.7,29,22,56.86,2,0,100,2.19,2.47,47.07,20,28,41.67,7,16,30.43,5,7,41.67,2,0,100,40,100,13,12,52,8,5,61.54,0,0,-,0,100,26,23,53.06,13,9,59.09,0,0,-,0,100,6.9,100,1.069,0